results.Hugo_Symbol	results.sarek	results.tcga	results.pval	results.or	results.ci.up	results.ci.low	results.adjPval	SampleSummary.Cohort	SampleSummary.SampleSize
1600	SDK2	5	10	0.260567874498479	0.445583334368485	1.58548417114741	0.109351916327439	0.324627243280573	tcga	48
1601	ZNF469	5	10	0.260567874498479	0.445583334368485	1.58548417114741	0.109351916327439	0.324627243280573	sarek	48
1602	ADAMTS14	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1603	ADGRG2	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1604	AKAP6	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1605	AP3D1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1606	ARAF	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1607	ATG2A	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1608	ATP10B	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1609	CAMSAP3	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1610	CAPN12	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1611	CELSR3	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1612	CFAP65	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1613	CNDP1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1614	COL24A1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1615	COL6A6	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1616	COL8A2	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1617	CYFIP1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1618	DDX24	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1619	DNAH10	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1620	DOCK4	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1621	DOCK8	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1622	DSCAML1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1623	DYNC2H1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1624	EGF	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1625	EHD2	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1626	EPHB1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1627	FSTL5	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1628	GALNT11	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1629	GIMAP8	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1630	GLDC	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1631	GOLGA4	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1632	GPR179	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1633	GRAMD1C	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1634	GRIK5	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1635	KDM6B	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1636	KIAA0319L	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1637	LAMA4	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1638	LAMB3	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1639	LAMC1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1640	LDB3	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1641	LLGL1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1642	LMO7	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1643	LOXHD1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1644	LRBA	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1645	LRP4	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1646	MAP3K5	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1647	MARCHF7	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1648	MAST1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1649	MEGF8	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1650	MOCOS	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1651	MRC2	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1652	MTSS1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1653	MXRA5	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1654	MYH14	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1655	MYT1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1656	NOS3	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1657	NUP98	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1658	PAPPA2	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1659	PCSK2	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1660	PEAK1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1661	PHF3	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1662	PHKA2	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1663	PHLPP1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1664	PIK3CD	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1665	PRDM6	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1666	RAPGEF2	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1667	RIPOR1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1668	ROCK1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1669	SCFD1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1670	SCIN	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1671	SCN4A	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1672	SDK1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1673	SLC12A9	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1674	SLC8A1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1675	SLF2	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1676	SNED1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1677	SSH2	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1678	STK36	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1679	SYNJ1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1680	TDRD9	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1681	THBS1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1682	TNR	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1683	TTC3	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1684	WASL	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1685	WDR25	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1686	WDR93	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1687	ZNF292	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1688	ZNF407	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1689	ZNF687	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1690	ZNFX1	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	tcga	48
1691	ZSWIM8	2	6	0.267777887018268	0.30789878971366	1.84367456639379	0.0288857307404637	0.324627243280573	sarek	48
1692	CRYBG1	6	11	0.284807729834069	0.484172566693738	1.59683377961324	0.133154721006814	0.345068466997542	tcga	48
1693	HMCN1	7	12	0.305599461993214	0.51576167577636	1.60250645121664	0.154247950358155	0.370040695266444	sarek	48
1694	ABCC3	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	tcga	48
1695	ACAN	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	sarek	48
1696	AHI1	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	tcga	48
1697	AKAP13	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	sarek	48
1698	CNTROB	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	tcga	48
1699	DCHS2	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	sarek	48
1700	HEATR6	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	tcga	48
1701	HEPH	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	sarek	48
1702	INF2	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	tcga	48
1703	IQCN	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	sarek	48
1704	LAMA5	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	tcga	48
1705	MCM8	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	sarek	48
1706	MYBBP1A	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	tcga	48
1707	NOTCH3	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	sarek	48
1708	PASK	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	tcga	48
1709	PTPRN	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	sarek	48
1710	ROBO2	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	tcga	48
1711	SIGLEC10	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	sarek	48
1712	TNXB	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	tcga	48
1713	TTLL11	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	sarek	48
1714	TULP4	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	tcga	48
1715	ZC3H7B	3	7	0.316700633824793	0.394188426689281	1.86893748628376	0.0617083633586916	0.378563439848877	sarek	48
1716	ABCA13	4	8	0.355273051003356	0.458219563690168	1.86958668636638	0.0936192260130276	0.422208553366307	tcga	48
1717	CRYBG3	4	8	0.355273051003356	0.458219563690168	1.86958668636638	0.0936192260130276	0.422208553366307	sarek	48
1718	EP300	4	8	0.355273051003356	0.458219563690168	1.86958668636638	0.0936192260130276	0.422208553366307	tcga	48
1719	EPHA8	4	8	0.355273051003356	0.458219563690168	1.86958668636638	0.0936192260130276	0.422208553366307	sarek	48
1720	PLXNA4	4	8	0.355273051003356	0.458219563690168	1.86958668636638	0.0936192260130276	0.422208553366307	tcga	48
1721	REST	4	8	0.355273051003356	0.458219563690168	1.86958668636638	0.0936192260130276	0.422208553366307	sarek	48
1722	SPEG	4	8	0.355273051003356	0.458219563690168	1.86958668636638	0.0936192260130276	0.422208553366307	tcga	48
1723	SPTBN4	4	8	0.355273051003356	0.458219563690168	1.86958668636638	0.0936192260130276	0.422208553366307	sarek	48
1724	WIZ	4	8	0.355273051003356	0.458219563690168	1.86958668636638	0.0936192260130276	0.422208553366307	tcga	48
1725	ZNF609	4	8	0.355273051003356	0.458219563690168	1.86958668636638	0.0936192260130276	0.422208553366307	sarek	48
1726	PBRM1	11	16	0.364085810843747	0.597850751055809	1.60198263569288	0.216372396331564	0.432431003609317	tcga	48
1727	ABCA4	5	9	0.386428661817887	0.507442143683225	1.86010963798613	0.122533483227991	0.457906795795762	sarek	48
1728	ADGRV1	5	9	0.386428661817887	0.507442143683225	1.86010963798613	0.122533483227991	0.457906795795762	tcga	48
1729	MYCBP2	5	9	0.386428661817887	0.507442143683225	1.86010963798613	0.122533483227991	0.457906795795762	sarek	48
1730	TENM1	5	9	0.386428661817887	0.507442143683225	1.86010963798613	0.122533483227991	0.457906795795762	tcga	48
1731	PIEZO2	6	10	0.412066970345915	0.546310522092539	1.84664289146508	0.148161336799456	0.4820855441224	sarek	48
1732	ABCC8	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1733	ADGRB1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1734	AKNA	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1735	ALOX12	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1736	ALPK2	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1737	ANKK1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1738	ANKRD17	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1739	ANKZF1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1740	ANO6	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1741	ANO7	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1742	APAF1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1743	APOL6	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1744	ARHGAP29	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1745	ARHGAP31	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1746	ARHGEF25	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1747	ARMC5	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1748	ASH1L	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1749	C2orf81	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1750	CAPN3	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1751	CCDC50	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1752	CCP110	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1753	CCSER1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1754	CLCNKA	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1755	CNOT1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1756	COL12A1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1757	COL2A1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1758	CTC1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1759	DDB2	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1760	DDX51	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1761	DIS3L	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1762	DISP3	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1763	DNAJC13	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1764	E2F7	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1765	EPN2	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1766	FAM135B	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1767	FAM83B	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1768	FANCA	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1769	FHOD1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1770	FLT1	5	2	0.435287971790518	2.64846303276852	29.2026376254571	0.407217677589491	0.4820855441224	tcga	48
1771	FLT4	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1772	FOXP1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1773	FSCN1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1774	GNPTAB	5	2	0.435287971790518	2.64846303276852	29.2026376254571	0.407217677589491	0.4820855441224	tcga	48
1775	GOLGA3	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1776	GON4L	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1777	GTF3C1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1778	HID1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1779	HJURP	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1780	HTT	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1781	IFNGR1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1782	INO80	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1783	IQSEC3	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1784	ITGB4	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1785	KANSL1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1786	KDM1B	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1787	KIAA1614	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1788	KIF13A	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1789	KIF9	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1790	KLHL11	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1791	MADD	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1792	MBD5	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1793	MCM4	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1794	MINDY2	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1795	MTF1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1796	MVD	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1797	MYCN	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1798	MYO18A	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1799	NLRP8	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1800	NOD1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1801	NOP9	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1802	NRK	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1803	PAX8	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1804	PCDHGA10	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1805	PCDHGA3	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1806	PDE4DIP	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1807	PDIA2	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1808	PLEKHG4	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1809	PRDM15	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1810	PRPF40A	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1811	PRTG	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1812	RALGAPA2	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1813	RTN4	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1814	SCN7A	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1815	SELENOT	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1816	SFI1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1817	SFMBT2	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1818	SHANK2	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1819	SLC26A8	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1820	SLC33A1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1821	SLC7A11	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1822	SORCS3	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1823	SPHK2	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1824	SRPX2	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1825	STXBP2	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1826	SV2A	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1827	TANC1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1828	TAP1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1829	TAS1R3	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
1830	TFIP11	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	tcga	48
1831	TGM1	2	5	0.435287971790518	0.377577480835996	2.45568907008031	0.0342434821410878	0.4820855441224	sarek	48
